NORAD ID,Satellite Name,Type,Mode,Downlink (MHz),Uplink (MHz),Inverted
57189,VIZARD-meteo,Transmitter,GMSK USP,437.8250,N/A,False
38782,VRSS-1,Transmitter,BPSK,2243.7560,N/A,False
42954,VRSS-2,Transmitter,FM,2250.2410,N/A,False
42901,Venus,Transmitter,FM,2285.0010,N/A,False
55056,Vigoride-5,Transmitter,FM,8212.5000,N/A,False
55056,Vigoride-5,Transmitter,FM,9950.0000,N/A,False
55056,Vigoride-5,Transmitter,FM,9884.0000,N/A,False
55056,Vigoride-5,Transmitter,FM,400.5000,N/A,False
99930,VisionCube,Transmitter,GMSK,437.4250,N/A,False
61749,Vizard-ion,Transmitter,DVB-S2,10475.0000,N/A,False
61749,Vizard-ion,Transmitter,GFSK,436.8700,N/A,False
98784,Vladivostok-1,Transmitter,LoRa,436.8050,N/A,False
98784,Vladivostok-1,Transmitter,FSK,436.8050,N/A,False
64543,W-SERIES 4,Transmitter,FM,2272.5000,N/A,False
98357,W-Series 6,Transmitter,FM,2272.5000,N/A,False
98327,WASEDA-SAT-ZERO-II,Transmitter,CW,437.2000,N/A,False
98327,WASEDA-SAT-ZERO-II,Transmitter,FSK,437.2000,N/A,False
57764,WILDFIRE 1,Transmitter,FM,2277.8000,N/A,False
57766,WILDFIRE 10,Transmitter,FM,2277.8000,N/A,False
57758,WILDFIRE 3,Transmitter,BPSK,2277.8030,N/A,False
57765,WILDFIRE 9,Transmitter,FM,2277.8000,N/A,False
98664,WINNEBAGO-2,Transmitter,FM,2272.5000,N/A,False
99492,WISeSAT-2,Transmitter,LoRa,401.7000,N/A,False
42835,WNISAT 1R,Transmitter,FM,401.8000,N/A,False
39435,WREN,Transmitter,FM,437.4050,N/A,False
60478,WREN-1,Transmitter,GMSK,401.7500,N/A,False
60478,WREN-1,Transmitter,LoRa,137.9250,N/A,False
59481,WSF-M,Transmitter,BPSK,2237.5000,N/A,False
59481,WSF-M,Transmitter,BPSK,2252.5000,N/A,False
60469,Waratah Seed-1,Transmitter,BPSK,400.6500,N/A,False
57769,Wildfire 5,Transmitter,BPSK,2277.8040,N/A,False
62400,XCUBE-1,Transmitter,FM,8200.0000,N/A,False
62400,XCUBE-1,Transmitter,BPSK,2245.0000,N/A,False
45603,XINGYUN-2 02,Transmitter,FM,1521.5000,N/A,False
36122,XIWANG-1,Transmitter,CW,435.7910,N/A,False
36122,XIWANG-1,Transceiver,FM,435.6750,145.8250,True
50466,XW-3,Transmitter,BPSK,435.1800,N/A,False
50466,XW-3,Transmitter,GMSK,435.7250,N/A,False
50466,XW-3,Transmitter,CW,435.5750,N/A,False
57422,Xingshidai 16,Transmitter,FM,401.5490,N/A,False
45602,Xingyun-2 01,Transmitter,BPSK,1521.5000,N/A,False
45602,Xingyun-2 01,Transmitter,FM,272.5000,N/A,False
64580,YAM-10,Transmitter,FM,2253.4000,N/A,False
48915,YAM-3,Transmitter,FM,400.1000,N/A,False
48915,YAM-3,Transmitter,FM,401.0170,N/A,False
48915,YAM-3,Transmitter,FM,400.8750,N/A,False
48915,YAM-3,Transmitter,FM,401.0850,N/A,False
48915,YAM-3,Transmitter,BPSK,401.5000,N/A,False
55076,YAM-5,Transmitter,FM,401.5000,N/A,False
55076,YAM-5,Transmitter,FM,400.1000,N/A,False
59126,YAM-6,Transmitter,FM,400.8750,N/A,False
59126,YAM-6,Transmitter,FM,8125.0000,N/A,False
59126,YAM-6,Transmitter,FM,401.5000,N/A,False
59126,YAM-6,Transmitter,FM,2277.3000,N/A,False
60504,YAM-7,Transmitter,FM,2230.0000,N/A,False
60504,YAM-7,Transmitter,FM,8125.0000,N/A,False
60504,YAM-7,Transmitter,FSK,401.5000,N/A,False
63254,YAM-8,Transmitter,BPSK,2248.3000,N/A,False
36834,YAOGAN 10,Transmitter,FM,2253.8340,N/A,False
36834,YAOGAN 10,Transmitter,FM,2237.9940,N/A,False
37875,YAOGAN 12,Transmitter,FM,2207.5240,N/A,False
40143,YAOGAN 21,Transmitter,FM,2248.5470,N/A,False
32289,YAOGAN 3,Transmitter,FM,2212.8120,N/A,False
32289,YAOGAN 3,Transmitter,FM,2295.6040,N/A,False
37388,YOUTHSAT,Transmitter,FM,149.9950,N/A,False
37388,YOUTHSAT,Transmitter,FM,2279.9960,N/A,False
37388,YOUTHSAT,Transmitter,FM,2254.3450,N/A,False
37388,YOUTHSAT,Transmitter,CW,400.0000,N/A,False
38735,YUBELEINY 2,Transmitter,CW,435.3650,N/A,False
38735,YUBELEINY 2,Transmitter,CW,435.2650,N/A,False
38735,YUBELEINY 2,Transmitter,DOKA,435.2650,N/A,False
38735,YUBELEINY 2,Transmitter,DOKA,435.3650,N/A,False
32953,YUBILEINY,Transmitter,FM,435.3530,N/A,False
32953,YUBILEINY,Transmitter,DOKA,435.3150,N/A,False
32953,YUBILEINY,Transmitter,PSK,435.2150,N/A,False
32953,YUBILEINY,Transmitter,CW,435.3157,N/A,False
44547,YUNHAI 1-02,Transmitter,BPSK,1704.0000,N/A,False
33446,Yaogan 4,Transmitter,FM,2216.5000,N/A,False
36110,Yaogan 7,Transmitter,FM,2216.5250,N/A,False
57200,Yarilo No. 4,Transmitter,FSK,435.4000,N/A,False
57200,Yarilo No. 4,Transmitter,FM,435.7200,N/A,False
41857,Yunhai 1-01,Transmitter,FM,1704.0000,N/A,False
53877,Yunhai 1-03,Transmitter,FM,1704.0000,N/A,False
49399,Z-Sat,Transmitter,FSK AX.25 G3RUH,145.8750,N/A,False
49399,Z-Sat,Transceiver,FSK AX.25 G3RUH,145.8750,435.4800,False
39417,ZACUBE-1,Transmitter,FSK,437.3560,N/A,False
39417,ZACUBE-1,Transmitter,FSK,437.3560,N/A,False
39417,ZACUBE-1,Transmitter,CW,14.0990,N/A,False
43194,ZHANGHENG-1,Transmitter,BPSK,2228.8820,N/A,False
37166,ZHEDA PIXING 1B,Transmitter,BPSK,2289.5910,N/A,False
37167,ZHEDA PIXING 1C,Transmitter,FM,2285.4970,N/A,False
44536,ZHUHAI-1 03B,Transmitter,FM,2248.7980,N/A,False
44538,ZHUHAI-1 03D,Transmitter,FM,2212.8000,N/A,False
44539,ZHUHAI-1 03E,Transmitter,FM,2207.2800,N/A,False
43441,ZHUHAI-1 OHS-02,Transmitter,FSK,401.5600,N/A,False
43441,ZHUHAI-1 OHS-02,Transmitter,BPSK,2253.5000,N/A,False
43440,ZHUHAI-1 OVS-02,Transmitter,BPSK,2207.2800,N/A,False
43440,ZHUHAI-1 OVS-02,Transmitter,,401.4400,N/A,False
57177,ZORKIY-2M,Transmitter,GMSK USP,401.4800,N/A,False
57177,ZORKIY-2M,Transmitter,GMSK USP,401.9500,N/A,False
38038,ZY 1,Transmitter,BPSK,2225.5160,N/A,False
38046,ZY 3,Transmitter,FM,2236.5620,N/A,False
67131,ZY 3 04,Transmitter,FM,2215.4420,N/A,False
44528,ZY-1 02D,Transmitter,FM,2239.4400,N/A,False
50465,ZY-1 02E,Transmitter,FM,2231.7600,N/A,False
64393,Zhangheng 1-02,Transmitter,FM,2228.8810,N/A,False
44537,Zhuhai-1 03C,Transmitter,FM,2253.6000,N/A,False
41556,Ziyuan 3-2,Transmitter,BPSK,2201.0380,N/A,False
59774,Zorkiy 2M-6,Transmitter,GMSK USP,401.0050,N/A,False
59774,Zorkiy 2M-6,Transmitter,GMSK USP,401.1400,N/A,False
98434,Zorkiy-2M 5,Transmitter,GMSK USP,401.2300,N/A,False
98434,Zorkiy-2M 5,Transmitter,GMSK USP,401.1650,N/A,False
98433,Zorkiy-2M 7,Transmitter,GMSK USP,401.0175,N/A,False
98433,Zorkiy-2M 7,Transmitter,GMSK USP,401.2450,N/A,False
98435,Zorkiy-2M VPE,Transmitter,GMSK USP,401.2125,N/A,False
98435,Zorkiy-2M VPE,Transmitter,GMSK USP,401.1800,N/A,False
59775,Zorkiy-2M-4,Transmitter,GMSK USP,401.1600,N/A,False
59775,Zorkiy-2M-4,Transmitter,GMSK USP,401.0350,N/A,False
58466,uHETSat,Transmitter,FSK,401.5000,N/A,False
67255,unknown,Transmitter,FM,436.7400,N/A,False
99213,ÑuSat 32,Transmitter,FM,8030.0000,N/A,False
99213,ÑuSat 32,Transmitter,DVB-S2,8075.0000,N/A,False
